Unnamed: 0,emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,emg_9,glove_0,glove_1,glove_2,glove_3,glove_4,glove_5,glove_6,glove_7,glove_8,glove_9,glove_10,glove_11,glove_12,glove_13,glove_14,glove_15,glove_16,glove_17,glove_18,glove_19,glove_20,glove_21,exercise,stimulus,restimulus,repetition,rerepetition,subject
445,0.0024,0.0366,0.0317,0.0146,0.0024,0.0024,0.0757,0.0977,0.0342,0.0366,148.3386596059899,118.0,127.0,118.6613403940101,125.3386596059899,107.0,79.0,113.0,117.0,67.0,150.3386596059899,128.0,104.0,69.0,160.0,128.0,129.0,86.0,141.0,146.6773192119798,147.0,113.0,1,1,1,1,1,10
446,0.0024,0.0366,0.0317,0.0146,0.0024,0.0024,0.0879,0.1001,0.0342,0.0391,148.07251537213995,118.0,127.0,118.92748462786004,125.07251537213996,107.0,79.0,113.0,117.0,67.0,150.07251537213995,128.0,104.0,69.0,160.0,128.0,129.0,86.0,141.0,146.14503074427995,147.0,113.0,1,1,1,1,1,10
447,0.0024,0.0366,0.0293,0.0098,0.0049,0.0049,0.1074,0.1099,0.0342,0.0366,147.80508647349882,118.0,127.0,119.19491352650115,125.0,106.80508647349885,79.0,112.80508647349885,117.0,67.0,150.0,127.61017294699766,104.0,69.0,159.80508647349882,128.0,129.0,86.0,141.0,145.41525942049648,147.0,113.0,1,1,1,1,1,10
448,0.0024,0.0415,0.0293,0.0122,0.0049,0.0073,0.1123,0.1147,0.0244,0.0342,147.538453710474,118.0,127.0,119.46154628952604,125.0,106.53845371047396,79.0,112.53845371047396,117.0,67.0,150.0,127.07690742094796,104.0,69.0,159.538453710474,128.0,129.0,86.0,141.0,144.6153611314219,147.0,113.0,1,1,1,1,1,10
449,0.0024,0.0415,0.0244,0.0122,0.0049,0.0024,0.1025,0.1099,0.022,0.0293,147.271770091967,118.0,127.0,119.728229908033,125.0,106.271770091967,79.0,112.271770091967,117.0,67.0,150.0,126.543540183934,104.0,69.0,159.271770091967,128.0,129.0,86.0,141.0,143.815310275901,147.0,113.0,1,1,1,1,1,10
450,0.0024,0.0342,0.0146,0.0073,0.0024,0.0024,0.0928,0.105,0.0146,0.0293,147.00574772705832,118.0,127.0,119.99425227294168,125.0,106.00574772705832,79.0,112.00574772705832,117.0,67.0,150.0,126.01149545411668,104.0,69.0,159.00574772705832,128.0,129.0,86.0,141.0,143.017243181175,147.0,113.0,1,1,1,1,1,10
451,0.0024,0.0269,0.0049,0.0024,0.0024,0.0024,0.083,0.0977,0.0049,0.0269,146.73845373013685,117.7384537301368,127.0,120.2615462698632,124.7384537301368,105.21536119041043,79.0,112.0,116.7384537301368,67.0,150.0,126.0,104.0,68.73845373013681,158.47690746027362,127.7384537301368,128.73845373013685,86.0,141.0,142.47690746027362,147.0,113.0,1,1,1,1,1,10
452,0.0024,0.0293,0.0024,0.0024,0.0024,0.0024,0.0757,0.0952,0.0024,0.0244,146.47177010461183,117.47177010461183,127.0,120.52822989538817,124.47177010461183,104.41531031383552,79.0,112.0,116.47177010461183,67.0,150.0,126.0,104.0,68.47177010461185,157.9435402092237,127.47177010461183,128.47177010461183,86.0,141.0,141.9435402092237,147.0,113.0,1,1,1,1,1,10
453,0.0049,0.0391,0.0024,0.0024,0.0024,0.0024,0.0732,0.105,0.0024,0.022,146.20508647898987,117.20508647898986,127.0,120.79491352101014,124.20508647898986,103.61525943696958,79.0,112.0,116.20508647898986,67.0,150.0,126.0,104.0,68.20508647898986,157.4101729579797,127.20508647898986,128.20508647898987,86.0,141.0,141.4101729579797,147.0,113.0,1,1,1,1,1,10
454,0.0049,0.0464,0.0024,0.0024,0.0024,0.0024,0.0708,0.1099,0.0049,0.0195,146.0,116.93911984624864,127.0,121.06088015375136,123.93911984624864,102.81735953874588,79.0,111.93911984624864,116.0,67.0,149.93911984624862,126.0,104.0,68.0,157.0,127.0,128.0,86.0,141.0,140.93911984624862,147.0,113.0,1,1,1,1,1,10
455,0.0049,0.0537,0.0098,0.0024,0.0049,0.0024,0.0635,0.1074,0.0171,0.0146,146.0,116.6720195127486,127.0,121.3279804872514,123.6720195127486,102.0160585382458,79.0,111.6720195127486,116.0,67.0,149.6720195127486,126.0,104.0,68.0,157.0,127.0,128.0,86.0,141.0,140.6720195127486,147.0,113.0,1,1,1,1,1,10
456,0.0024,0.0586,0.0098,0.0024,0.0024,0.0024,0.0537,0.1099,0.0195,0.0171,146.0,116.405630663526,127.0,121.594369336474,123.405630663526,101.216891990578,79.0,111.405630663526,116.0,67.0,149.405630663526,126.0,104.0,68.0,157.0,127.0,128.0,86.0,141.0,140.405630663526,147.0,113.0,1,1,1,1,1,10
457,0.0024,0.0635,0.0122,0.0024,0.0024,0.0024,0.0488,0.1099,0.0195,0.022,146.0,116.13914014316003,127.0,121.86085985683997,123.13914014316003,100.41742042948007,79.0,111.13914014316003,116.0,67.0,149.13914014316003,126.0,104.0,68.0,157.0,127.0,128.0,86.0,141.0,140.13914014316003,147.0,113.0,1,1,1,1,1,10
458,0.0024,0.0903,0.0146,0.0024,0.0049,0.0024,0.0488,0.1123,0.0244,0.0269,145.87243134213006,115.87243134213004,127.0,122.38270597360986,123.0,98.97945073704038,78.7448626842601,111.0,115.61729402639014,67.0,149.0,126.0,104.0,68.0,157.0,127.0,127.7448626842601,86.0,141.0,139.61729402639014,147.0,113.0,1,1,1,1,1,10
459,0.0024,0.1196,0.0146,0.0024,0.0024,0.0024,0.0513,0.1123,0.0317,0.0317,145.60595116480465,115.60595116480464,127.0,123.18214650558603,123.0,96.8476093184372,78.2119023296093,111.0,114.81785349441397,67.0,149.0,126.0,104.0,68.0,157.0,127.0,127.2119023296093,86.0,141.0,138.81785349441395,147.0,113.0,1,1,1,1,1,10
460,0.0024,0.1367,0.0098,0.0024,0.0024,0.0024,0.061,0.1074,0.0317,0.0513,145.33896235347882,115.33896235347883,127.0,123.98311293956353,123.0,94.71169882783065,77.67792470695765,111.0,114.01688706043647,67.0,149.0,126.0,104.0,68.0,157.0,127.0,126.67792470695764,86.0,141.0,138.0168870604365,147.0,113.0,1,1,1,1,1,10
461,0.0024,0.1392,0.0122,0.0024,0.0024,0.0024,0.061,0.1001,0.0269,0.0952,145.07258391360594,115.07258391360595,127.0,124.78224825918215,123.0,92.58067130884758,77.14516782721189,111.0,113.21775174081785,67.0,149.0,126.0,104.0,68.0,157.0,127.0,126.14516782721188,86.0,141.0,137.21775174081785,147.0,113.0,1,1,1,1,1,10
462,0.0024,0.1514,0.0122,0.0024,0.0024,0.0024,0.0708,0.0952,0.0269,0.1196,144.61165936694903,114.80582968347451,126.80582968347451,125.58251094957647,122.61165936694904,90.05829683474511,76.80582968347451,111.0,111.83497810084708,67.0,148.8058296834745,126.0,103.80582968347451,68.0,157.0,126.80582968347451,125.61165936694904,86.0,141.0,136.61165936694903,147.0,113.0,1,1,1,1,1,10
463,0.0024,0.1855,0.0146,0.0024,0.0024,0.0024,0.083,0.0952,0.0317,0.1318,144.0784413565941,114.53922067829706,126.53922067829706,126.38233796510885,122.0784413565941,87.39220678297052,76.53922067829706,111.0,110.23532406978232,67.0,148.53922067829706,126.0,103.53922067829706,68.0,157.0,126.53922067829706,125.0784413565941,86.0,141.0,136.0784413565941,147.0,113.0,1,1,1,1,1,10
464,0.0024,0.2173,0.022,0.0024,0.0024,0.0024,0.0977,0.1001,0.0391,0.1416,143.54491812971148,114.27245906485574,126.27245906485574,127.1826228054328,121.54491812971148,84.72459064855741,76.27245906485574,111.0,108.63475438913444,67.0,148.27245906485575,126.0,103.27245906485574,68.0,157.0,126.27245906485574,124.54491812971148,86.0,141.0,135.54491812971148,147.0,113.0,1,1,1,1,1,10
465,0.0024,0.2393,0.0293,0.0024,0.0024,0.0024,0.1172,0.1025,0.0439,0.1367,143.01149662375386,114.00574831187691,126.00574831187691,127.98275506436924,121.01149662375386,82.05748311876926,76.00574831187693,111.0,107.03448987126156,67.0,148.0057483118769,126.0,103.00574831187691,68.0,157.0,126.00574831187691,124.01149662375386,86.0,141.0,135.01149662375386,147.0,113.0,1,1,1,1,1,10
466,0.0024,0.2539,0.0366,0.0024,0.0024,0.0024,0.1367,0.1025,0.0464,0.1318,142.73977621068912,113.47955242137824,125.73977621068912,128.26022378931088,120.47955242137824,80.17843347482383,76.0,111.0,105.43865726413472,67.0,147.73977621068912,126.0,102.73977621068912,67.73977621068912,157.0,126.0,123.47955242137824,86.0,141.0,135.0,147.0,113.0,1,1,1,1,1,10
467,0.0024,0.2612,0.0415,0.0024,0.0024,0.0024,0.1294,0.1025,0.0562,0.1367,142.4724313315482,112.9448626630964,125.4724313315482,128.5275686684518,119.9448626630964,78.3070193208374,76.0,111.0,103.8345879892892,67.0,147.4724313315482,126.0,102.4724313315482,67.4724313315482,157.0,126.0,122.9448626630964,86.0,141.0,135.0,147.0,113.0,1,1,1,1,1,10
468,0.0024,0.2563,0.0415,0.0024,0.0024,0.0024,0.1221,0.1099,0.0562,0.1392,142.2057477059262,112.41149541185244,125.2057477059262,128.7942522940738,119.41149541185244,76.4402339414835,76.0,111.0,102.23448623555728,67.0,147.2057477059262,126.0,102.2057477059262,67.20574770592621,157.0,126.0,122.41149541185244,86.0,141.0,135.0,147.0,113.0,1,1,1,1,1,10
469,0.0024,0.2344,0.0366,0.0024,0.0024,0.0024,0.1172,0.1147,0.0488,0.144,141.87813441147742,111.87813441147745,124.87813441147745,129.12186558852258,118.87813441147745,74.63440323443228,76.0,111.0,100.45160485164844,67.12186558852257,146.87813441147742,125.93906720573872,101.87813441147745,67.0,157.0,125.93906720573872,121.75626882295484,86.0,141.06093279426128,135.12186558852258,146.87813441147742,113.06093279426128,1,1,1,1,1,10
470,0.0024,0.2075,0.0342,0.0024,0.0024,0.0073,0.1392,0.1221,0.0439,0.1587,141.34479428359407,111.34479428359406,124.34479428359406,129.65520571640593,118.34479428359406,73.03438285078218,76.0,111.0,98.05157427617328,67.65520571640594,146.34479428359407,125.67239714179703,101.34479428359406,67.0,157.0,125.67239714179703,120.68958856718812,86.0,141.32760285820297,135.65520571640593,146.34479428359407,113.32760285820297,1,1,1,1,1,10
471,0.0024,0.1929,0.0513,0.0098,0.0024,0.0171,0.1953,0.127,0.0513,0.2002,140.8114541557107,110.81145415571068,123.81145415571068,130.1885458442893,117.81145415571068,71.43436246713209,76.0,111.0,95.65154370069814,68.18854584428931,145.8114541557107,125.40572707785536,100.81145415571068,67.0,157.0,125.40572707785536,119.6229083114214,86.0,141.59427292214465,136.1885458442893,145.8114541557107,113.59427292214464,1,1,1,1,1,10
472,0.0024,0.1929,0.083,0.0244,0.0049,0.0293,0.2661,0.1416,0.0586,0.2319,140.27821573323396,110.27821573323396,123.27821573323396,130.72178426676604,117.27821573323396,69.83464719970186,76.0,111.0,93.2519707995528,68.72178426676605,145.27821573323396,125.13910786661698,100.27821573323396,67.0,157.0,125.13910786661698,118.55643146646791,86.0,141.86089213338303,136.72178426676604,145.27821573323396,113.86089213338302,1,1,1,1,1,10
473,0.0024,0.1831,0.0928,0.0293,0.0073,0.0415,0.3369,0.1489,0.0586,0.249,139.61733287796665,109.87244429265554,122.87244429265554,131.38266712203335,116.61733287796665,68.61733287796663,76.0,110.87244429265554,91.10711004858882,69.38266712203337,145.0,124.87244429265554,99.74488858531107,67.12755570734446,157.0,125.0,117.4897771706222,86.0,142.0,137.2551114146889,144.7448885853111,114.0,1,1,1,1,1,10
474,0.0024,0.1831,0.0903,0.0244,0.0049,0.0464,0.3931,0.144,0.0562,0.249,138.81934694700428,109.60644898233475,122.60644898233475,132.18065305299572,115.81934694700428,67.81934694700429,76.0,110.60644898233475,89.24514287634334,70.18065305299571,145.0,124.60644898233475,99.21289796466952,67.39355101766523,157.0,125.0,116.42579592933905,86.0,142.0,137.78710203533046,144.21289796466954,114.0,1,1,1,1,1,10
475,0.0049,0.1709,0.0806,0.0195,0.0024,0.0464,0.4126,0.1343,0.0537,0.2344,138.0172413476025,109.33908044920084,122.33908044920084,132.9827586523975,115.01724134760248,67.01724134760249,76.0,110.33908044920084,87.37356314440581,70.98275865239751,145.0,124.33908044920084,98.67816089840166,67.66091955079916,157.0,125.0,115.35632179680331,86.0,142.0,138.32183910159833,143.67816089840167,114.0,1,1,1,1,1,10
476,0.0049,0.1611,0.0684,0.0146,0.0024,0.0415,0.3882,0.1245,0.0513,0.2148,137.21742448826444,109.07247482942148,122.07247482942148,133.78257551173556,114.21742448826444,66.21742448826443,76.0,110.07247482942148,85.50732380595034,71.78257551173557,145.0,124.07247482942148,98.14494965884296,67.92752517057852,157.0,125.0,114.28989931768592,86.0,142.0,138.85505034115704,143.14494965884296,114.0,1,1,1,1,1,10
477,0.0024,0.1489,0.0586,0.0098,0.0024,0.0342,0.3613,0.1172,0.0537,0.2222,136.8058395585832,109.0,122.0,134.0,113.4175186757496,65.8058395585832,76.0,109.8058395585832,84.029197792916,72.1941604414168,144.8058395585832,123.8058395585832,97.6116791171664,68.1941604414168,157.0,124.6116791171664,113.4175186757496,85.8058395585832,142.0,139.5824813242504,142.8058395585832,114.0,1,1,1,1,1,10
478,0.0024,0.1465,0.0562,0.0146,0.0024,0.0342,0.3442,0.1245,0.0513,0.2344,136.53975277256478,109.0,122.0,134.0,112.61925831769432,65.53975277256478,76.0,109.53975277256478,82.69876386282388,72.46024722743522,144.53975277256478,123.53975277256478,97.07950554512956,68.46024722743522,157.0,124.07950554512956,112.61925831769432,85.53975277256478,142.0,140.38074168230568,142.53975277256478,114.0,1,1,1,1,1,10
479,0.0024,0.1294,0.061,0.0146,0.0024,0.0293,0.3247,0.1294,0.0488,0.2661,136.27290301003563,109.0,122.0,134.0,111.81870903010687,65.27290301003562,76.0,109.27290301003562,81.36451505017811,72.72709698996438,144.27290301003563,123.27290301003562,96.54580602007124,68.72709698996438,157.0,123.54580602007124,111.81870903010687,85.27290301003562,142.0,141.18129096989313,142.27290301003563,114.0,1,1,1,1,1,10
480,0.0024,0.1172,0.0659,0.0171,0.0024,0.0269,0.3052,0.1196,0.0439,0.2856,136.00574801952945,109.0,122.0,134.0,111.0172440585883,65.00574801952943,76.0,109.00574801952943,80.02874009764717,72.99425198047057,144.00574801952945,123.00574801952943,96.01149603905888,68.99425198047057,157.0,123.01149603905888,111.0172440585883,85.00574801952943,142.0,141.98275594141168,142.00574801952945,114.0,1,1,1,1,1,10
481,0.0024,0.105,0.061,0.0146,0.0024,0.0244,0.2881,0.105,0.0366,0.2954,135.3093389828418,109.0,121.76977966094726,134.23022033905272,110.07911864378906,64.3093389828418,76.23022033905274,108.53955932189452,78.84889830473634,73.92088135621094,144.23022033905272,122.3093389828418,95.3093389828418,69.6906610171582,157.0,122.76977966094726,110.07911864378906,85.0,142.0,142.92088135621094,141.76977966094728,114.0,1,1,1,1,1,10
482,0.0024,0.0854,0.0513,0.0098,0.0024,0.0195,0.271,0.1001,0.0269,0.3101,134.60521470691526,109.0,121.53507156897176,134.46492843102826,109.14028627588702,63.60521470691527,76.46492843102824,108.07014313794352,77.67535784485878,74.85971372411298,144.46492843102826,121.60521470691526,94.60521470691526,70.39478529308474,157.0,122.53507156897176,109.14028627588702,85.0,142.0,143.85971372411296,141.53507156897174,114.0,1,1,1,1,1,10
483,0.0024,0.0659,0.0366,0.0049,0.0024,0.0171,0.2783,0.1001,0.0171,0.3149,133.89718618757558,109.0,121.2990620625252,134.7009379374748,108.1962482501008,62.8971861875756,76.7009379374748,107.5981241250504,76.495310312626,75.8037517498992,144.7009379374748,120.8971861875756,93.8971861875756,71.1028138124244,157.0,122.2990620625252,108.1962482501008,85.0,142.0,144.8037517498992,141.2990620625252,114.0,1,1,1,1,1,10
484,0.0024,0.0464,0.0269,0.0024,0.0024,0.0171,0.3027,0.1001,0.0098,0.3003,133.19185023560848,109.0,121.06395007853617,134.93604992146385,107.25580031414464,62.19185023560848,76.93604992146383,107.12790015707232,75.3197503926808,76.74419968585535,144.93604992146385,120.19185023560848,93.19185023560848,71.80814976439152,157.0,122.06395007853617,107.25580031414464,85.0,142.0,145.74419968585536,141.06395007853615,114.0,1,1,1,1,1,10
485,0.0024,0.0293,0.0171,0.0024,0.0024,0.0146,0.3076,0.1123,0.0024,0.2686,132.41724310125264,109.0,121.0,135.19425229958244,106.80574770041754,61.80574770041754,77.0,106.41724310125264,74.41724310125264,77.19425229958246,145.38850459916492,119.61149540083508,92.80574770041754,72.38850459916492,157.0,121.41724310125264,106.22299080167018,84.80574770041754,141.80574770041756,146.38850459916492,140.80574770041756,114.0,1,1,1,1,1,10
486,0.0024,0.022,0.0098,0.0024,0.0024,0.0146,0.293,0.1172,0.0049,0.2368,131.61932857268192,109.0,121.0,135.46022380910605,106.53977619089396,61.53977619089398,77.0,105.61932857268194,73.61932857268194,77.46022380910603,145.92044761821205,119.07955238178796,92.53977619089396,72.92044761821204,157.0,120.61932857268194,105.15910476357593,84.53977619089397,141.53977619089395,146.92044761821205,140.53977619089395,114.0,1,1,1,1,1,10
487,0.0024,0.0244,0.0098,0.0024,0.0024,0.0171,0.2808,0.1196,0.0122,0.2344,130.81714139050183,109.0,121.0,135.7276195364994,106.2723804635006,61.27238046350061,77.0,104.81714139050185,72.81714139050183,77.72761953649939,146.45523907299878,118.54476092700122,92.2723804635006,73.45523907299878,157.0,119.81714139050185,104.08952185400246,84.27238046350061,141.2723804635006,147.45523907299878,140.2723804635006,114.0,1,1,1,1,1,10
488,0.0049,0.022,0.0098,0.0024,0.0024,0.0171,0.2734,0.1221,0.0098,0.2148,130.017243181175,109.0,121.0,135.99425227294168,106.00574772705832,61.005747727058335,77.0,104.017243181175,72.017243181175,77.99425227294167,146.98850454588333,118.01149545411668,92.00574772705832,73.98850454588333,157.0,119.017243181175,103.02299090823334,84.00574772705833,141.00574772705832,147.98850454588333,140.00574772705832,114.0,1,1,1,1,1,10
489,0.0049,0.0171,0.0049,0.0024,0.0049,0.0171,0.2734,0.1245,0.0098,0.2026,129.73910391256138,108.73910391256138,120.73910391256138,136.26089608743862,105.73910391256138,61.0,77.0,103.47820782512274,72.0,78.26089608743862,147.52179217487725,117.21731173768411,91.73910391256138,74.26089608743862,157.0,118.73910391256138,102.21731173768411,84.0,140.73910391256138,148.0,139.73910391256138,114.0,1,1,1,1,1,10
490,0.0049,0.0098,0.0098,0.0049,0.0049,0.0269,0.3003,0.1318,0.0122,0.2124,129.47307125316803,108.47307125316804,120.47307125316804,136.52692874683197,105.47307125316804,61.0,77.0,102.94614250633607,72.0,78.52692874683197,148.05385749366394,116.4192137595041,91.47307125316804,74.52692874683197,157.0,118.47307125316804,101.4192137595041,84.0,140.47307125316803,148.0,139.47307125316803,114.0,1,1,1,1,1,10
491,0.0049,0.0024,0.0171,0.0073,0.0073,0.0415,0.3223,0.1318,0.0171,0.2222,129.20581803702015,108.20581803702014,120.20581803702014,136.79418196297985,105.20581803702014,61.0,77.0,102.41163607404027,72.0,78.79418196297986,148.58836392595973,115.61745411106044,91.20581803702014,74.79418196297986,157.0,118.20581803702014,100.61745411106044,84.0,140.20581803702015,148.0,139.20581803702015,114.0,1,1,1,1,1,10
492,0.0049,0.0098,0.0195,0.0073,0.0049,0.0464,0.3198,0.1245,0.0171,0.2124,128.93921360697664,108.0,120.0,137.06078639302336,104.93921360697664,61.0,77.0,101.87842721395327,72.0,79.06078639302335,149.06078639302336,114.87842721395327,90.93921360697664,75.06078639302335,157.0,117.93921360697664,99.75685442790656,84.0,140.0,148.0,139.0,114.0,1,1,1,1,1,10
493,0.0049,0.022,0.0171,0.0049,0.0024,0.0439,0.3101,0.1196,0.0171,0.2075,128.67251641122445,108.0,120.0,137.32748358877555,104.67251641122444,61.0,77.0,101.34503282244891,72.0,79.32748358877555,149.32748358877555,114.34503282244891,90.67251641122444,75.32748358877555,157.0,117.67251641122444,98.6900656448978,84.0,140.0,148.0,139.0,114.0,1,1,1,1,1,10
494,0.0024,0.0415,0.0171,0.0049,0.0024,0.0391,0.2954,0.1221,0.022,0.21,128.40648047605498,108.0,120.0,137.59351952394502,104.40648047605498,61.0,77.0,100.81296095210998,72.0,79.59351952394502,149.59351952394502,113.81296095210998,90.40648047605498,75.59351952394502,157.0,117.40648047605498,97.62592190421996,84.0,140.0,148.0,139.0,114.0,1,1,1,1,1,10
495,0.0024,0.0488,0.022,0.0049,0.0024,0.0317,0.271,0.1367,0.0244,0.1978,128.1391220198171,108.0,120.0,137.8608779801829,104.1391220198171,61.0,77.0,100.2782440396342,72.0,79.8608779801829,149.8608779801829,113.2782440396342,90.1391220198171,75.8608779801829,157.0,117.1391220198171,96.55648807926838,84.0,140.0,148.0,139.0,114.0,1,1,1,1,1,10
496,0.0024,0.0415,0.0171,0.0049,0.0024,0.0244,0.2612,0.144,0.0269,0.188,128.0,108.0,120.0,138.0,104.0,61.0,76.8723804634812,99.8723804634812,71.8723804634812,80.0,150.2552390730376,112.61714139044362,90.0,76.0,157.0,116.8723804634812,95.8723804634812,84.0,140.0,148.38285860955637,139.0,113.8723804634812,1,1,1,1,1,10
497,0.0024,0.0293,0.0171,0.0073,0.0024,0.0171,0.249,0.1465,0.0244,0.1855,128.0,108.0,120.0,138.0,104.0,61.0,76.60579858242403,99.60579858242404,71.60579858242403,80.0,150.78840283515194,111.81739574727207,90.0,76.0,157.0,116.60579858242404,95.60579858242404,84.0,140.0,149.1826042527279,139.0,113.60579858242404,1,1,1,1,1,10
498,0.0024,0.0146,0.0146,0.0073,0.0024,0.0122,0.2295,0.1538,0.022,0.1782,128.0,108.0,120.0,138.0,104.0,61.0,76.33977619083576,99.33977619083576,71.33977619083576,80.0,151.32044761832847,111.0193285725073,90.0,76.0,157.0,116.33977619083576,95.33977619083576,84.0,140.0,149.9806714274927,139.0,113.33977619083576,1,1,1,1,1,10
499,0.0024,0.0049,0.0171,0.0049,0.0024,0.0098,0.21,0.1538,0.0171,0.1587,128.0,108.0,120.0,138.0,104.0,61.0,76.0722278706075,99.0722278706075,71.0722278706075,80.0,151.855544258785,110.21668361182252,90.0,76.0,157.0,116.0722278706075,95.0722278706075,84.0,140.0,150.78331638817747,139.0,113.0722278706075,1,1,1,1,1,10
500,0.0024,0.0024,0.0171,0.0024,0.0024,0.0122,0.2026,0.1538,0.0146,0.1367,127.80598077608418,108.0,120.0,138.0,103.80598077608418,61.38803844783163,76.0,98.61196155216837,71.0,80.0,152.19401922391583,109.80598077608418,90.0,76.19401922391582,157.0,115.80598077608418,94.41794232825256,84.0,140.0,151.38803844783163,139.0,113.0,1,1,1,1,1,10
501,0.0049,0.0024,0.0195,0.0024,0.0024,0.0171,0.1904,0.166,0.0195,0.1245,127.53913442107964,108.0,120.0,138.0,103.53913442107964,61.921731157840696,76.0,98.0782688421593,71.0,80.0,152.46086557892036,109.53913442107964,90.0,76.46086557892035,157.0,115.53913442107964,93.61740326323896,84.0,140.0,151.9217311578407,139.0,113.0,1,1,1,1,1,10
502,0.0024,0.0024,0.0171,0.0024,0.0049,0.0269,0.2002,0.1636,0.0195,0.1318,127.27315263598932,108.0,120.0,138.0,103.27315263598932,62.45369472802137,76.0,97.54630527197864,71.0,80.0,152.7268473640107,109.27315263598932,90.0,76.72684736401068,157.0,115.27315263598932,92.81945790796794,84.0,140.0,152.45369472802136,139.0,113.0,1,1,1,1,1,10
503,0.0024,0.0024,0.0098,0.0024,0.0049,0.0293,0.2026,0.1538,0.0146,0.127,127.00584854553844,108.0,120.0,138.0,103.00584854553844,62.988302908923146,76.0,97.01169709107684,71.0,80.0,152.9941514544616,109.00584854553844,90.0,76.99415145446157,157.0,115.00584854553844,92.01754563661528,84.0,140.0,152.98830290892317,139.0,113.0,1,1,1,1,1,10
504,0.0024,0.0024,0.0024,0.0024,0.0024,0.0293,0.2026,0.1465,0.0098,0.1147,126.73962361775314,108.0,120.0,138.26037638224687,102.73962361775314,63.26037638224686,76.0,96.73962361775314,71.0,80.0,153.26037638224687,108.73962361775314,90.0,77.0,157.0,114.73962361775314,91.73962361775314,84.0,140.0,153.26037638224687,139.0,113.0,1,1,1,1,1,10
